,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
38408,ELEC,PIE AE PUB UTPICKLE1,10100 Burnet Rd  J. J. Pickle Research Campus,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.389653,-97.725036,2023-10-30,180308,2023-10-30 00:11:20 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38422,ELEC,WHOLE FOODS MKT DOMAIN STAT 3,Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.405992,-97.720755,2023-10-30,180326,2023-10-30 00:08:51 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38423,ELEC,PIE AE PUB CAMP MABRY1,2200 W 35th St. Camp Mabry 1 mile track near,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.31659,-97.75761,2023-10-30,180330,2023-10-30 00:44:27 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38700,ELEC,PIE AE HEB E51ST DCFC3,1800 E 51st St,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.30222,-97.697856,2023-10-30,180914,2023-10-30 00:40:32 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38901,ELEC,PIE AE AFS DC1,2005 ½ East 51st street,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.30088,-97.692889,2023-10-30,181141,2023-10-30 00:43:00 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
39150,ELEC,PIE AE ERCOT 2,7601 E Ben White Blvd,,Austin,TX,78741,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.216664,-97.692414,2023-10-30,181474,2023-10-30 00:43:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
39449,ELEC,AUSTIN DOT PDC EV #1,6310 Wilhelmina Delco Drive,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.326082,-97.708847,2023-10-30,181851,2023-10-30 00:40:51 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
39450,ELEC,AUSTIN DOT PDC EV #2,6310 Wilhelmina Delco Drive,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325969,-97.708906,2023-10-30,181852,2023-10-30 00:40:51 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
39451,ELEC,AUSTIN DOT PDC EV #6,6310 Wilhelmina Delco Dr,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.32576,-97.7092,2023-10-30,181853,2023-10-30 00:40:51 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
39452,ELEC,AUSTIN DOT PDC EV #7,6310 Wilhelmina Delco Dr,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.3258,-97.709364,2023-10-30,181854,2023-10-30 00:40:51 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
39453,ELEC,AUSTIN DOT PDC EV #5,6310 Wilhelmina Delco Dr,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325758,-97.709208,2023-10-30,181855,2023-10-30 00:40:51 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
39454,ELEC,AUSTIN DOT PDC EV #8,6310 Wilhelmina Delco Drive,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325365,-97.708779,2023-10-30,181856,2023-10-30 00:40:51 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
39455,ELEC,AUSTIN DOT PDC EV #9,6310 Wilhelmina Delco Drive,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325234,-97.70884,2023-10-30,181857,2023-10-30 00:40:51 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
39456,ELEC,AUSTIN DOT PDC EV #10,6310 Wilhelmina Delco Drive,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325211,-97.708898,2023-10-30,181858,2023-10-30 00:40:51 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
39457,ELEC,AUSTIN DOT PDC EV #4,6310 Wilhelmina Delco Drive,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.326187,-97.708943,2023-10-30,181859,2023-10-30 00:40:51 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
39724,ELEC,PIE AE WALNUTCREEKPRK1,Walnut Creek Park Rd,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.401874,-97.684024,2023-10-30,182160,2023-10-30 00:40:17 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
41896,ELEC,ACC-AE RIO GRANDE SUR2,1307 West Ave,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.277366,-97.747137,2023-10-30,185236,2023-10-30 00:45:05 UTC,,,,2021-02-20,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
41897,ELEC,ACC-AE RIO GRANDE SUR1,701 W 13 1/2 St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.277476,-97.747542,2023-10-30,185237,2023-10-30 00:45:05 UTC,,,,2021-02-20,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
41941,ELEC,WHOLE FOODS MKT LAMAR ST1,525 N Lamar Blvd,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.271004,-97.753798,2023-10-30,185319,2023-10-30 00:25:29 UTC,,,,2021-02-24,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
42154,ELEC,H-E-B #45,2400 S Congress,,Austin,TX,78704,,210-938-10045,T,2023-12-01,TEMPORARILY UNAVAILABLE (Public - Credit card at all times),24 hours daily,A D Debit M V,,,,,2.0,,,eVgo Network,https://www.evgo.com/,200-9,30.238322,-97.754042,2023-09-14,186009,2023-09-14 14:01:49 UTC,T,,,2018-01-01,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public - Carte de crédit en tout temps),,Public,CREDIT_CARD_ALWAYS,,GROCERY,,,,,,,,,,,,,,,,,False,,,,,,,,,False
42604,ELEC,ENDEAVOR REG 901 E 6TH ST 3,901 E 6th St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.264999,-97.733411,2023-10-30,186799,2023-10-30 00:29:35 UTC,,,,2021-04-02,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
42610,ELEC,MUELLER MARKET MUELLER 5,300 Berkman Dr,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.302516,-97.69892,2023-10-30,186812,2023-10-30 00:43:45 UTC,,,,2021-04-02,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
43213,ELEC,RPP GARAGE ISLAND GW,12301 Research Blvd,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.428017,-97.754379,2023-10-30,187852,2023-10-30 00:15:50 UTC,,,,2021-04-22,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
43214,ELEC,RPP GARAGE ISLAND 2,12301 Research Blvd,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.427967,-97.754411,2023-10-30,187853,2023-10-30 00:16:37 UTC,,,,2021-04-22,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
43311,ELEC,AISD CENTRAL OFFICE2,4000 S IH 35 Frontage Rd,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.218447,-97.75361,2023-10-30,188006,2023-10-30 00:45:29 UTC,,,,2021-04-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
43312,ELEC,AISD CENTRAL OFFICE1,4000 S IH 35 Frontage Rd,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.218437,-97.75365,2023-10-30,188007,2023-10-30 00:45:29 UTC,,,,2021-04-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
43313,ELEC,AISD CENTRAL OFFICE3,4000 S IH 35 Frontage Rd,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.218454,-97.75366,2023-10-30,188008,2023-10-30 00:45:47 UTC,,,,2021-04-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
43542,ELEC,Orangewood Inn & Suites,9121 N Interstate Hwy 35,,Austin,TX,78753,,833-692-6787,E,,Public,24 hours daily,,,,,,2.0,,,AMPUP,https://ampup.io/,200-9,30.355819,-97.68882,2022-10-11,189264,2023-02-14 15:54:11 UTC,P,,,2021-04-06,,,,,J1772,US,,,,Public,,Public,,,HOTEL,,,,,,,,,,,,,,,,NONE,False,,,,,,,,LD,False
43685,ELEC,BEE CAVE RD AUSTIN EYE,2700 Bee Cave Rd,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.268274,-97.785044,2023-10-30,189459,2023-10-30 00:48:04 UTC,,,,2021-05-11,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44066,ELEC,PIE AE PUBHEBBRODIEST1,6900 Brodie Ln,,Austin,TX,78745,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.216125,-97.829537,2023-10-30,190161,2023-10-30 00:20:38 UTC,,,,2021-05-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44462,ELEC,ACC  AE HLC GAR 3F1,6018 WILHELMINA DELCO DR,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325386,-97.711935,2023-10-30,190987,2023-10-30 00:41:24 UTC,,,,2021-06-15,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44463,ELEC,ACC  AE HLC GAR 4F1,6018 WILHELMINA DELCO DR,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325395,-97.711935,2023-10-30,190988,2023-10-30 00:41:24 UTC,,,,2021-06-15,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44464,ELEC,ACC  AE HLC GAR 2F1,6018 WILHELMINA DELCO DR,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325386,-97.711913,2023-10-30,190989,2023-10-30 00:41:24 UTC,,,,2021-06-15,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44466,ELEC,ACC  AE HLC GAR 2F2,6018 WILHELMINA DELCO DR,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325237,-97.712138,2023-10-30,190991,2023-10-30 00:49:15 UTC,,,,2021-06-15,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44476,ELEC,ACC  AE HLC GAR 3F2,6018 WILHELMINA DELCO DR,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325284,-97.712106,2023-10-30,191031,2023-10-30 00:49:15 UTC,,,,2021-06-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44488,ELEC,ACC  AE HLC GAR 1F1,6018 WILHELMINA DELCO DR,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325367,-97.711924,2023-10-30,191050,2023-10-30 00:41:02 UTC,,,,2021-06-17,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44490,ELEC,ACC  AE HLC GAR 1F4,6018 WILHELMINA DELCO DR,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.32533,-97.711623,2023-10-30,191052,2023-10-30 00:48:24 UTC,,,,2021-06-17,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44491,ELEC,ACC  AE HLC GAR 1F5,6018 WILHELMINA DELCO DR,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325219,-97.711613,2023-10-30,191053,2023-10-30 00:48:26 UTC,,,,2021-06-17,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44507,ELEC,ACC  AE HLC GAR 1F6,6018 WILHELMINA DELCO DR,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325108,-97.711623,2023-10-30,191069,2023-10-30 00:49:13 UTC,,,,2021-06-17,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44508,ELEC,ACC  AE HLC GAR 1F7,6018 WILHELMINA DELCO DR,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325066,-97.711602,2023-10-30,191070,2023-10-30 00:49:13 UTC,,,,2021-06-17,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44509,ELEC,ACC  AE HLC GAR 1F3,6018 WILHELMINA DELCO DR,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325339,-97.711795,2023-10-30,191071,2023-10-30 00:49:13 UTC,,,,2021-06-17,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44510,ELEC,ACC  AE HLC GAR 1F2,6018 WILHELMINA DELCO DR,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.325284,-97.712128,2023-10-30,191072,2023-10-30 00:49:14 UTC,,,,2021-06-17,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44858,ELEC,BRANDYWINE AUST RIVER PL 2,6500 River Pl Blvd,,Austin,TX,78730,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.396321,-97.851104,2023-10-30,191715,2023-10-30 00:45:27 UTC,,,,2021-07-02,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44859,ELEC,BRANDYWINE AUST RIVER PL 1,6500 River Pl Blvd,,Austin,TX,78730,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.396359,-97.851185,2023-10-30,191716,2023-10-30 00:45:27 UTC,,,,2021-07-02,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
45135,ELEC,Hartland Plaza,1717 West 6th Street,,Austin,TX,78703,,800-663-5633,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.2758029,-97.7652697,2023-10-30,192891,2023-10-30 00:02:04 UTC,,,,2014-09-12,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,False
45259,ELEC,515 CONGRESS 515 CONGRESS P9,515 Congress Ave,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.267694,-97.742662,2023-10-30,193059,2023-10-30 00:46:12 UTC,,,,2021-07-22,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
45301,ELEC,TR DOMAIN 11 STATION 1,11920 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.405714,-97.71939,2023-10-30,193128,2023-10-30 00:28:51 UTC,,,,2021-07-24,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
45302,ELEC,TR DOMAIN 11 STATION2,11920 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.40522,-97.719541,2023-10-30,193129,2023-10-30 00:28:51 UTC,,,,2021-07-24,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
45353,ELEC,Walgreens #9216,2220 S IH 35 Frontage Rd,Panel location: On the northwest side ||of the building Panel LP2||,Round Rock,TX,78681,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.488787,-97.678421,2023-10-30,193224,2023-10-30 00:01:01 UTC,,,,2021-07-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
45358,ELEC,FOLIO FOLIO 1,11900 Stonehollow Dr,,Austin,TX,78758,,888-758-4389,T,2023-08-23,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.401086,-97.707509,2023-10-30,193234,2023-10-30 00:43:45 UTC,,,,2021-07-28,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
46156,ELEC,PARMER AUSTIN STATION PIC 3,10311 McCallen Pass,,Austin,TX,78753,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.411322,-97.652349,2023-10-30,194614,2023-10-30 00:30:47 UTC,,,,2021-08-28,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
46205,ELEC,WOTL SMART CHAR WINDSORONLAKE 1,43 Rainey St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.256224,-97.73954,2023-10-30,194684,2023-10-30 00:51:33 UTC,,,,2021-08-31,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
47092,ELEC,AUSTIN FC AUSTIN FC 8,3101 Kramer Ln,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.395653,-97.725071,2023-10-30,195957,2023-10-30 00:48:55 UTC,,,,2021-09-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
47093,ELEC,AUSTIN FC AUSTIN FC 7,3101 Kramer Ln,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.395875,-97.724969,2023-10-30,195958,2023-10-30 00:48:55 UTC,,,,2021-09-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
47094,ELEC,AUSTIN FC AUSTIN FC 6,3101 Kramer Ln,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.3959,-97.724958,2023-10-30,195959,2023-10-30 00:48:55 UTC,,,,2021-09-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
47095,ELEC,AUSTIN FC AUSTIN FC 4,3200 Gracie Kiltz Ln,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.395595,-97.725227,2023-10-30,195960,2023-10-30 00:49:37 UTC,,,,2021-09-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
47096,ELEC,AUSTIN FC AUSTIN FC 1,11001 1/2 Austin Ln,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.395995,-97.725082,2023-10-30,195961,2023-10-30 00:49:37 UTC,,,,2021-09-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
47097,ELEC,AUSTIN FC AUSTIN FC 2,3101 Kramer Ln,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.395972,-97.724969,2023-10-30,195962,2023-10-30 00:49:38 UTC,,,,2021-09-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
47098,ELEC,AUSTIN FC AUSTIN FC 3,3200 Gracie Kiltz Ln,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.395626,-97.725296,2023-10-30,195963,2023-10-30 00:49:38 UTC,,,,2021-09-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
47099,ELEC,AUSTIN FC AUSTIN FC 5,11001 1/2 Austin Ln,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.396005,-97.725074,2023-10-30,195964,2023-10-30 00:49:38 UTC,,,,2021-09-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
47100,ELEC,AUSTIN FC AUSTIN FC 9,3101 Kramer Ln,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.395732,-97.725034,2023-10-30,195965,2023-10-30 00:50:55 UTC,,,,2021-09-16,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
47143,ELEC,FASTPARK AUS 4,2300 Spirit of Texas Dr,,Austin,TX,78617,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.218386,-97.661967,2023-10-30,196047,2023-10-30 00:20:25 UTC,,,,2021-09-18,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
47404,ELEC,LANTANA HILLS LANTANA #1,6601 Rialto Blvd,,Austin,TX,78735,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.247525,-97.858798,2023-10-30,196451,2023-10-30 00:17:20 UTC,,,,2021-09-29,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
